Time(ms),Waypoint_id,Waypoint_lat,Waypoint_lon,Distance_to_wp(meters),Bearing(degrees),Current_lat,Current_lon,Heading(degrees),FL,FR,DL,DR
67153,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085433,-121.8794937,193.00,1696,1704,1500,1500
68082,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085433,-121.8794937,195.00,1686,1714,1500,1500
68157,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085395,-121.8794937,195.00,1685,1715,1500,1500
69081,1,-99.0000000,-99.0000000,14989644.00,184.00,36.6085395,-121.8794937,194.00,1690,1710,1500,1500
69156,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085319,-121.8794937,194.00,1689,1711,1500,1500
70081,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085319,-121.8794937,190.00,1708,1692,1500,1500
70156,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085281,-121.8794937,190.00,1708,1692,1500,1500
71078,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085281,-121.8794937,191.00,1702,1698,1500,1500
71155,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085205,-121.8794937,190.00,1707,1693,1500,1500
72072,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085205,-121.8794937,187.00,1722,1678,1500,1500
72148,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085166,-121.8794937,187.00,1722,1678,1500,1500
73073,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085166,-121.8794937,186.00,1726,1674,1500,1500
73151,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085090,-121.8794937,185.00,1731,1669,1500,1500
74077,1,-99.0000000,-99.0000000,14989641.00,184.00,36.6085090,-121.8794937,184.00,1736,1664,1500,1500
74155,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6085052,-121.8794937,185.00,1731,1669,1500,1500
75069,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6085052,-121.8794937,185.00,1731,1669,1500,1500
75147,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6085014,-121.8794937,185.00,1731,1669,1500,1500
76073,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6085014,-121.8794937,186.00,1726,1674,1500,1500
76150,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6084976,-121.8795089,186.00,1726,1674,1500,1500
77068,1,-99.0000000,-99.0000000,14989640.00,184.00,36.6084976,-121.8795089,184.00,1736,1664,1500,1500
77146,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084861,-121.8795089,183.00,1741,1659,1500,1500
78070,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084861,-121.8795089,182.00,1746,1654,1500,1500
78148,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084823,-121.8795089,181.00,1751,1649,1500,1500
79069,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084823,-121.8795089,181.00,1752,1648,1500,1500
79144,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084785,-121.8795089,181.00,1752,1648,1500,1500
80065,1,-99.0000000,-99.0000000,14989638.00,184.00,36.6084785,-121.8795089,181.00,1752,1648,1500,1500
80141,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084747,-121.8795089,181.00,1752,1648,1500,1500
81072,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084747,-121.8795089,183.00,1742,1658,1500,1500
81147,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084709,-121.8795089,182.00,1747,1653,1500,1500
82064,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084709,-121.8795089,182.00,1747,1653,1500,1500
82139,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084632,-121.8795089,182.00,1747,1653,1500,1500
83069,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084632,-121.8795089,180.00,1758,1642,1500,1500
83146,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084594,-121.8795089,180.00,1758,1642,1500,1500
84068,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084594,-121.8795089,179.00,1763,1637,1500,1500
84143,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084518,-121.8795089,179.00,1763,1637,1500,1500
85068,1,-99.0000000,-99.0000000,14989635.00,184.00,36.6084518,-121.8795089,177.00,1774,1626,1500,1500
85145,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084480,-121.8795089,178.00,1769,1631,1500,1500
86059,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084480,-121.8795089,179.00,1764,1636,1500,1500
86136,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084442,-121.8795089,179.00,1764,1636,1500,1500
87059,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084442,-121.8795089,179.00,1765,1635,1500,1500
87135,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084403,-121.8795089,179.00,1765,1635,1500,1500
88058,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084403,-121.8795089,180.00,1760,1640,1500,1500
88135,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084365,-121.8795089,179.00,1765,1635,1500,1500
89066,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084365,-121.8795089,179.00,1766,1634,1500,1500
89142,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084327,-121.8795089,179.00,1766,1634,1500,1500
90064,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084327,-121.8795089,178.00,1771,1629,1500,1500
90141,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084251,-121.8795089,178.00,1771,1629,1500,1500
91066,1,-99.0000000,-99.0000000,14989632.00,184.00,36.6084251,-121.8795089,180.00,1762,1638,1500,1500
91144,1,-99.0000000,-99.0000000,14989630.00,184.00,36.6084175,-121.8795089,180.00,1762,1638,1500,1500
92064,1,-99.0000000,-99.0000000,14989630.00,184.00,36.6084175,-121.8795089,183.00,1747,1653,1500,1500
92139,1,-99.0000000,-99.0000000,14989627.00,184.00,36.6084136,-121.8795089,183.00,1747,1653,1500,1500
