Time(ms),Waypoint_id,Waypoint_lat,Waypoint_lon,Distance_to_wp(meters),Bearing(degrees),Current_lat,Current_lon,Heading(degrees),FL,FR,DL,DR
123627,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,217.00,1609,1791,1500,1500
124550,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,213.00,1628,1772,1500,1500
124627,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,213.00,1626,1774,1500,1500
125553,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,211.00,1635,1765,1500,1500
125629,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,210.00,1639,1761,1500,1500
126552,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,210.00,1637,1763,1500,1500
126626,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,211.00,1631,1769,1500,1500
127547,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,210.00,1635,1765,1500,1500
127623,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,210.00,1633,1767,1500,1500
128550,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,206.00,1652,1748,1500,1500
128626,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,206.00,1651,1749,1500,1500
129546,1,-99.0000000,-99.0000000,14989643.00,184.00,36.6085433,-121.8796539,206.00,1650,1750,1500,1500






fixed arduino code
