Orientation(degrees),FL,FR,DL,DR
162.38,10.97,88.27,0.61,1500,1500,1750,1750
166.13,12.10,88.80,0.61,1500,1500,1750,1750
170.15,13.26,88.76,0.61,1500,1500,1750,1750
174.53,14.43,88.21,0.61,1500,1500,1750,1750
179.83,15.55,87.05,0.61,1500,1500,1751,1751
185.63,16.65,85.44,0.61,1500,1500,1752,1752
-166.92,17.43,83.25,0.40,1500,1500,1753,1753
-156.98,17.94,79.44,0.40,1500,1500,1756,1756
-149.50,17.71,75.91,0.40,1500,1500,1758,1758
-141.50,16.71,72.55,0.40,1500,1500,1761,1761
-132.30,15.07,69.27,0.40,1500,1500,1763,1763
-123.97,12.90,66.27,0.40,1500,1500,1766,1766
-116.33,10.46,63.65,0.40,1500,1500,1769,1769
-109.34,7.82,61.14,0.40,1500,1500,1771,1771
-102.56,4.48,59.36,0.40,1500,1500,1774,1774
-96.01,1.19,58.22,0.37,1500,1500,1776,1776
-89.42,-3.09,57.48,0.37,1500,1500,1778,1778
-85.90,-5.70,57.42,0.37,1500,1500,1780,1780
-83.23,-7.60,57.78,0.37,1500,1500,1781,1781
-81.69,-8.71,58.17,0.37,1500,1500,1783,1783
-81.10,-8.98,58.65,0.37,1500,1500,1784,1784
-81.97,-8.10,58.90,0.37,1500,1500,1785,1785
-83.74,-6.37,58.96,0.37,1500,1500,1787,1787
-85.69,-4.24,59.06,0.37,1500,1500,1788,1788
-86.86,-2.02,59.13,0.37,1500,1500,1790,1790
-87.02,-0.52,59.66,0.37,1500,1500,1791,1791
-86.20,0.29,60.41,0.37,1500,1500,1792,1792
-85.45,1.23,61.36,0.37,1500,1500,1793,1793
-84.70,2.44,62.57,0.37,1500,1500,1794,1794
-83.94,3.94,63.69,0.37,1500,1500,1795,1795
-82.55,5.33,64.73,0.37,1500,1500,1795,1795
-80.46,6.47,65.62,0.37,1500,1500,1796,1796
-77.35,7.17,66.27,0.37,1500,1500,1797,1797
-73.73,7.27,66.73,0.19,1500,1500,1798,1798
-67.92,6.90,67.18,0.19,1500,1500,1799,1799
-63.68,6.75,67.36,0.19,1500,1500,1800,1800
-60.25,6.87,67.30,0.19,1500,1500,1801,1801
-56.61,6.94,66.76,0.19,1500,1500,1803,1803
-52.61,6.81,66.13,0.19,1500,1500,1804,1804
-47.56,6.25,65.24,0.19,1500,1500,1806,1806
-42.57,5.14,64.10,0.19,1500,1500,1808,1808
-37.12,3.51,63.00,0.19,1500,1500,1809,1809
-31.67,1.48,62.00,0.14,1500,1500,1811,1811
-24.91,-1.55,61.21,0.14,1500,1500,1813,1813
-21.99,-2.83,60.87,0.14,1500,1500,1815,1815
-19.01,-4.25,60.72,0.14,1500,1500,1816,1816
-16.26,-6.14,61.00,0.14,1500,1500,1818,1818
-14.02,-7.89,61.54,0.14,1500,1500,1819,1819
-12.15,-9.75,62.26,0.14,1500,1500,1820,1820
-10.85,-11.29,63.13,0.14,1500,1500,1821,1821
-10.40,-12.51,64.08,0.14,1500,1500,1822,1822
-10.99,-13.26,65.05,0.15,1500,1500,1822,1822
-13.63,-13.32,66.51,0.15,1500,1500,1823,1823
-16.53,-12.85,67.63,0.15,1500,1500,1823,1823
-20.41,-12.17,68.90,0.15,1500,1500,1824,1824
-24.32,-11.35,70.21,0.15,1500,1500,1824,1824
-28.46,-10.42,71.65,0.15,1500,1500,1824,1824
-32.49,-9.48,73.01,0.15,1500,1500,1825,1825
-36.23,-8.72,74.41,0.15,1500,1500,1825,1825
-39.27,-8.44,75.82,0.15,1500,1500,1825,1825
-42.08,-8.64,77.12,0.13,1500,1500,1825,1825
-45.22,-9.68,78.52,0.13,1500,1500,1824,1824
-47.86,-10.79,79.12,0.13,1500,1500,1825,1825
-50.61,-12.15,79.49,0.13,1500,1500,1825,1825
-54.37,-13.67,79.70,0.13,1500,1500,1825,1825
-58.81,-15.28,79.70,0.13,1500,1500,1826,1826
-64.51,-16.87,79.29,0.13,1500,1500,1827,1827
-71.62,-18.38,78.12,0.13,1500,1500,1828,1828
-79.92,-19.73,75.96,0.13,1500,1500,1830,1830
-90.11,-20.33,72.99,0.13,1500,1500,1832,1832
-104.26,-19.80,67.75,0.13,1500,1500,1836,1836
-115.94,-18.56,64.20,0.13,1500,1500,1839,1839
-125.99,-16.87,61.15,0.13,1500,1500,1842,1842
-135.02,-14.74,57.98,0.13,1500,1500,1845,1845
-143.00,-12.20,54.89,0.13,1500,1500,1848,1848
-149.76,-10.29,53.49,0.13,1500,1500,1851,1851
-154.79,-9.10,53.42,0.13,1500,1500,1853,1853
-159.15,-8.45,54.14,0.13,1500,1500,1854,1854
-163.23,-8.03,55.19,0.12,1500,1500,1855,1855
191.25,-7.49,56.75,0.12,1500,1500,1856,1856
188.09,-7.05,57.98,0.12,1500,1500,1857,1857
185.01,-6.56,59.14,0.12,1500,1500,1858,1858
181.86,-5.90,60.41,0.12,1500,1500,1859,1859
179.06,-5.14,61.67,0.12,1500,1500,1860,1860
176.49,-4.65,63.01,0.12,1500,1500,1860,1860
174.43,-4.40,64.40,0.12,1500,1500,1861,1861
172.58,-4.25,65.92,0.12,1500,1500,1861,1861
170.55,-4.11,67.84,0.12,1500,1500,1862,1862
167.18,-3.68,70.92,0.12,1500,1500,1861,1861
164.54,-3.40,73.58,0.12,1500,1500,1861,1861
162.15,-3.33,76.57,0.12,1500,1500,1860,1860
159.59,-3.59,80.60,0.12,1500,1500,1858,1858
156.88,-3.98,84.46,0.12,1500,1500,1857,1857
153.48,-4.54,88.12,0.12,1500,1500,1855,1855
150.03,-5.27,91.62,0.12,1500,1500,1853,1853
146.52,-6.03,95.03,0.12,1500,1500,1851,1851
143.42,-6.74,97.88,0.12,1500,1500,1849,1849
139.14,-7.52,101.42,0.12,1500,1500,1847,1847
135.89,-8.03,103.78,0.12,1500,1500,1845,1845
132.92,-8.40,106.22,0.12,1500,1500,1843,1843
130.76,-8.75,108.24,0.12,1500,1500,1841,1841
129.96,-9.03,110.50,0.12,1500,1500,1839,1839
130.15,-8.56,113.14,0.12,1500,1500,1837,1837
131.12,-7.53,116.04,0.12,1500,1500,1834,1834
132.21,-6.24,119.25,0.12,1500,1500,1831,1831
133.05,-4.75,122.01,0.16,1500,1500,1828,1828
134.76,-2.58,125.49,0.16,1500,1500,1824,1824
136.00,-0.57,127.81,0.16,1500,1500,1821,1821
138.07,1.93,129.91,0.16,1500,1500,1818,1818
141.30,5.17,131.79,0.16,1500,1500,1815,1815
146.01,9.68,132.74,0.16,1500,1500,1812,1812
152.47,14.97,132.70,0.16,1500,1500,1810,1810
160.88,21.29,131.10,0.16,1500,1500,1809,1809
172.09,28.43,126.50,0.16,1500,1500,1810,1810
186.46,36.06,118.79,0.14,1500,1500,1812,1812
-146.83,42.87,103.75,0.14,1500,1500,1820,1820
-124.73,45.01,89.44,0.14,1500,1500,1827,1827
-101.03,43.11,71.93,0.14,1500,1500,1836,1836
-76.78,36.63,57.45,0.14,1500,1500,1844,1844
-57.55,25.30,46.51,0.14,1500,1500,1853,1853
-42.88,11.28,40.25,0.14,1500,1500,1858,1858
-31.53,-2.69,37.84,0.14,1500,1500,1862,1862
-22.76,-15.10,38.63,0.14,1500,1500,1864,1864
-17.01,-20.71,40.97,0.23,1500,1500,1865,1865
-16.68,-19.88,45.04,0.23,1500,1500,1865,1865
-18.64,-18.01,47.91,0.23,1500,1500,1866,1866
-21.90,-15.63,50.52,0.23,1500,1500,1866,1866
-25.89,-13.57,53.28,0.23,1500,1500,1867,1867
-29.28,-12.19,56.99,0.23,1500,1500,1867,1867
-32.51,-11.23,60.71,0.23,1500,1500,1866,1866
-35.23,-10.53,64.52,0.23,1500,1500,1866,1866
-37.52,-9.95,67.55,0.23,1500,1500,1865,1865
-39.90,-9.51,70.09,0.12,1500,1500,1865,1865
-42.19,-8.77,72.75,0.12,1500,1500,1864,1864
-44.01,-8.61,73.57,0.12,1500,1500,1865,1865
-45.70,-8.79,73.66,0.12,1500,1500,1866,1866
-47.66,-9.04,73.27,0.12,1500,1500,1867,1867
-49.97,-9.27,72.57,0.12,1500,1500,1868,1868
-52.96,-9.26,71.83,0.12,1500,1500,1869,1869
-56.21,-9.05,71.18,0.12,1500,1500,1871,1871
-59.78,-8.67,70.68,0.12,1500,1500,1872,1872
-63.78,-8.16,70.30,0.17,1500,1500,1873,1873
-69.63,-7.31,69.94,0.17,1500,1500,1874,1874
