Orientation, FL, FR, DL, DR
125.75,1500,1500,1550,1550
100.12,1500,1500,1599,1599
61.88,1500,1500,1681,1681
41.75,1500,1500,1731,1731
33.69,1500,1500,1758,1758
33.38,1500,1500,1770,1770
37.38,1500,1500,1774,1774
43.44,1500,1500,1770,1770
50.63,1500,1500,1763,1763
58.56,1500,1500,1755,1755
65.25,1500,1500,1746,1746
71.31,1500,1500,1737,1737
77.37,1500,1500,1729,1729
82.37,1500,1500,1719,1719
86.81,1500,1500,1711,1711
91.19,1500,1500,1702,1702
94.75,1500,1500,1694,1694
97.75,1500,1500,1686,1686
99.50,1500,1500,1681,1681
99.69,1500,1500,1679,1679
98.06,1500,1500,1680,1680
94.12,1500,1500,1687,1687
86.81,1500,1500,1701,1701
77.75,1500,1500,1723,1723
68.12,1500,1500,1747,1747
59.75,1500,1500,1768,1768
55.19,1500,1500,1785,1785
53.75,1500,1500,1796,1796
55.00,1500,1500,1800,1800
58.25,1500,1500,1800,1800
63.44,1500,1500,1796,1796
68.94,1500,1500,1788,1788
75.44,1500,1500,1779,1779
78.56,1500,1500,1774,1774
81.12,1500,1500,1771,1771
84.31,1500,1500,1766,1766
87.69,1500,1500,1759,1759
91.31,1500,1500,1752,1752
95.94,1500,1500,1742,1742
100.12,1500,1500,1731,1731
104.25,1500,1500,1720,1720
108.56,1500,1500,1708,1708
112.12,1500,1500,1696,1696
115.56,1500,1500,1685,1685
117.81,1500,1500,1674,1674
119.00,1500,1500,1666,1666
118.44,1500,1500,1661,1661
115.37,1500,1500,1662,1662
107.69,1500,1500,1672,1672
95.31,1500,1500,1698,1698
78.87,1500,1500,1733,1733
62.13,1500,1500,1769,1769
52.75,1500,1500,1798,1798
48.94,1500,1500,1814,1814
49.94,1500,1500,1820,1820
54.00,1500,1500,1819,1819
60.81,1500,1500,1813,1813
68.12,1500,1500,1801,1801
76.75,1500,1500,1788,1788
84.56,1500,1500,1772,1772
89.62,1500,1500,1762,1762
94.62,1500,1500,1752,1752
99.25,1500,1500,1740,1740
104.06,1500,1500,1728,1728
109.31,1500,1500,1714,1714
113.94,1500,1500,1699,1699
118.37,1500,1500,1685,1685
123.12,1500,1500,1669,1669
127.00,1500,1500,1653,1653
130.81,1500,1500,1638,1638
133.63,1500,1500,1623,1623
135.81,1500,1500,1610,1610
137.19,1500,1500,1598,1598
137.13,1500,1500,1588,1588
135.19,1500,1500,1583,1583
129.44,1500,1500,1587,1587
118.00,1500,1500,1604,1604
96.94,1500,1500,1645,1645
67.50,1500,1500,1708,1708
48.88,1500,1500,1754,1754
40.25,1500,1500,1781,1781
39.50,1500,1500,1792,1792
43.06,1500,1500,1796,1796
49.00,1500,1500,1791,1791
56.38,1500,1500,1783,1783
65.12,1500,1500,1771,1771
72.94,1500,1500,1758,1758
80.19,1500,1500,1746,1746
87.31,1500,1500,1732,1732
93.25,1500,1500,1720,1720
98.75,1500,1500,1707,1707
104.25,1500,1500,1693,1693
108.56,1500,1500,1681,1681
112.31,1500,1500,1669,1669
114.87,1500,1500,1659,1659
116.12,1500,1500,1651,1651
115.50,1500,1500,1647,1647
112.12,1500,1500,1649,1649
103.94,1500,1500,1663,1663
91.00,1500,1500,1689,1689
74.37,1500,1500,1725,1725
57.88,1500,1500,1764,1764
48.69,1500,1500,1791,1791
44.81,1500,1500,1808,1808
45.13,1500,1500,1816,1816
48.44,1500,1500,1818,1818
54.06,1500,1500,1815,1815
60.13,1500,1500,1808,1808
66.69,1500,1500,1799,1799
69.50,1500,1500,1798,1798
69.87,1500,1500,1801,1801
70.44,1500,1500,1804,1804
70.94,1500,1500,1807,1807
71.25,1500,1500,1810,1810
71.69,1500,1500,1813,1813
72.25,1500,1500,1815,1815
72.75,1500,1500,1817,1817
73.44,1500,1500,1819,1819
74.00,1500,1500,1821,1821
74.56,1500,1500,1823,1823
75.12,1500,1500,1825,1825
75.37,1500,1500,1828,1828
75.56,1500,1500,1830,1830
76.00,1500,1500,1832,1832
77.56,1500,1500,1832,1832
78.12,1500,1500,1833,1833
80.37,1500,1500,1830,1830
81.31,1500,1500,1830,1830
82.19,1500,1500,1830,1830
83.75,1500,1500,1828,1828
83.81,1500,1500,1829,1829
84.69,1500,1500,1828,1828
85.94,1500,1500,1827,1827
87.19,1500,1500,1825,1825
88.81,1500,1500,1822,1822
91.25,1500,1500,1817,1817
93.50,1500,1500,1812,1812
96.37,1500,1500,1805,1805
99.25,1500,1500,1797,1797
102.37,1500,1500,1788,1788
105.87,1500,1500,1778,1778
108.81,1500,1500,1768,1768
111.50,1500,1500,1759,1759
113.62,1500,1500,1750,1750
114.56,1500,1500,1743,1743
114.12,1500,1500,1739,1739
111.12,1500,1500,1741,1741
105.31,1500,1500,1749,1749
94.50,1500,1500,1770,1770
81.50,1500,1500,1798,1798
68.00,1500,1500,1827,1827
59.31,1500,1500,1853,1853
55.38,1500,1500,1867,1867
55.69,1500,1500,1874,1874
58.94,1500,1500,1873,1873
64.31,1500,1500,1868,1868
71.62,1500,1500,1858,1858
70.69,1500,1500,1863,1863
70.81,1500,1500,1866,1866
70.25,1500,1500,1871,1871
70.81,1500,1500,1874,1874
71.69,1500,1500,1876,1876
72.50,1500,1500,1878,1878
73.62,1500,1500,1879,1879
73.75,1500,1500,1882,1882
73.69,1500,1500,1885,1885
73.75,1500,1500,1888,1888
73.75,1500,1500,1892,1892
73.12,1500,1500,1896,1896
72.56,1500,1500,1900,1900
73.62,1500,1500,1900,1900
73.62,1500,1500,1900,1900
75.19,1500,1500,1900,1900
75.87,1500,1500,1900,1900
79.19,1500,1500,1900,1900
81.87,1500,1500,1898,1898
85.00,1500,1500,1894,1894
88.44,1500,1500,1887,1887
92.06,1500,1500,1879,1879
96.69,1500,1500,1869,1869
101.25,1500,1500,1857,1857
106.06,1500,1500,1844,1844
111.00,1500,1500,1831,1831
115.00,1500,1500,1817,1817
118.06,1500,1500,1805,1805
119.62,1500,1500,1796,1796
118.62,1500,1500,1793,1793
113.19,1500,1500,1799,1799
102.06,1500,1500,1819,1819
82.44,1500,1500,1855,1855
64.81,1500,1500,1899,1899
53.81,1500,1500,1900,1900
49.81,1500,1500,1900,1900
51.38,1500,1500,1900,1900
54.00,1500,1500,1900,1900
56.06,1500,1500,1900,1900
58.63,1500,1500,1900,1900
61.56,1500,1500,1900,1900
64.69,1500,1500,1900,1900
69.25,1500,1500,1900,1900
74.37,1500,1500,1900,1900
79.00,1500,1500,1900,1900
85.12,1500,1500,1900,1900
91.31,1500,1500,1900,1900
97.87,1500,1500,1896,1896
105.06,1500,1500,1880,1880
111.44,1500,1500,1862,1862
117.12,1500,1500,1845,1845
122.37,1500,1500,1829,1829
125.69,1500,1500,1814,1814
127.44,1500,1500,1804,1804
126.56,1500,1500,1798,1798
120.81,1500,1500,1803,1803
104.00,1500,1500,1834,1834
79.19,1500,1500,1886,1886
57.38,1500,1500,1900,1900
48.94,1500,1500,1900,1900
48.06,1500,1500,1900,1900
52.44,1500,1500,1900,1900
59.56,1500,1500,1900,1900
68.31,1500,1500,1900,1900
78.87,1500,1500,1900,1900
88.19,1500,1500,1900,1900
98.25,1500,1500,1892,1892
107.06,1500,1500,1869,1869
115.25,1500,1500,1847,1847
123.31,1500,1500,1824,1824
129.63,1500,1500,1804,1804
135.44,1500,1500,1783,1783
139.50,1500,1500,1765,1765
141.94,1500,1500,1750,1750
141.50,1500,1500,1740,1740
134.69,1500,1500,1745,1745
110.19,1500,1500,1790,1790
55.75,1500,1500,1900,1900
33.25,1500,1500,1900,1900
28.37,1500,1500,1900,1900
30.87,1500,1500,1900,1900
37.06,1500,1500,1900,1900
46.56,1500,1500,1900,1900
56.63,1500,1500,1900,1900
68.25,1500,1500,1900,1900
78.75,1500,1500,1900,1900
88.81,1500,1500,1900,1900
99.56,1500,1500,1887,1887
108.69,1500,1500,1863,1863
116.62,1500,1500,1842,1842
123.56,1500,1500,1822,1822
128.00,1500,1500,1805,1805
130.50,1500,1500,1792,1792
131.06,1500,1500,1782,1782
129.19,1500,1500,1778,1778
123.25,1500,1500,1784,1784
112.00,1500,1500,1802,1802
90.81,1500,1500,1839,1839
68.44,1500,1500,1892,1892
53.06,1500,1500,1900,1900
46.19,1500,1500,1900,1900
45.88,1500,1500,1900,1900
49.38,1500,1500,1900,1900
56.50,1500,1500,1900,1900
64.94,1500,1500,1900,1900
74.19,1500,1500,1900,1900
84.19,1500,1500,1900,1900
92.87,1500,1500,1892,1892
102.19,1500,1500,1871,1871
110.00,1500,1500,1852,1852
117.94,1500,1500,1832,1832
124.50,1500,1500,1810,1810
130.50,1500,1500,1790,1790
136.69,1500,1500,1770,1770
141.44,1500,1500,1749,1749
145.81,1500,1500,1729,1729
150.13,1500,1500,1709,1709
153.56,1500,1500,1689,1689
156.44,1500,1500,1670,1670
158.81,1500,1500,1651,1651
160.25,1500,1500,1634,1634
160.63,1500,1500,1619,1619
159.31,1500,1500,1608,1608
154.19,1500,1500,1604,1604
139.56,1500,1500,1625,1625
93.00,1500,1500,1717,1717
42.13,1500,1500,1823,1823
30.37,1500,1500,1863,1863
29.75,1500,1500,1877,1877
34.44,1500,1500,1880,1880
41.94,1500,1500,1873,1873
52.31,1500,1500,1862,1862
62.44,1500,1500,1845,1845
72.25,1500,1500,1829,1829
82.37,1500,1500,1811,1811
90.44,1500,1500,1794,1794
98.19,1500,1500,1779,1779
103.81,1500,1500,1763,1763
108.12,1500,1500,1751,1751
111.19,1500,1500,1741,1741
112.06,1500,1500,1735,1735
110.75,1500,1500,1733,1733
106.06,1500,1500,1738,1738
98.31,1500,1500,1753,1753
87.31,1500,1500,1776,1776
73.94,1500,1500,1806,1806
64.00,1500,1500,1831,1831
57.50,1500,1500,1850,1850
55.63,1500,1500,1861,1861
57.13,1500,1500,1865,1865
60.88,1500,1500,1863,1863
66.31,1500,1500,1857,1857
73.56,1500,1500,1847,1847
80.56,1500,1500,1833,1833
87.00,1500,1500,1821,1821
93.94,1500,1500,1808,1808
99.50,1500,1500,1794,1794
104.37,1500,1500,1781,1781
108.81,1500,1500,1768,1768
112.12,1500,1500,1757,1757
114.37,1500,1500,1748,1748
114.69,1500,1500,1742,1742
112.19,1500,1500,1742,1742
106.37,1500,1500,1751,1751
96.62,1500,1500,1769,1769
82.31,1500,1500,1797,1797
69.94,1500,1500,1828,1828
61.50,1500,1500,1851,1851
58.00,1500,1500,1864,1864
59.19,1500,1500,1868,1868
63.19,1500,1500,1865,1865
69.81,1500,1500,1856,1856
76.87,1500,1500,1844,1844
84.94,1500,1500,1831,1831
91.94,1500,1500,1815,1815
98.56,1500,1500,1800,1800
104.44,1500,1500,1785,1785
108.44,1500,1500,1774,1774
111.50,1500,1500,1764,1764
113.12,1500,1500,1755,1755
113.44,1500,1500,1750,1750
111.87,1500,1500,1748,1748
108.25,1500,1500,1752,1752
101.94,1500,1500,1763,1763
92.31,1500,1500,1781,1781
82.37,1500,1500,1803,1803
73.31,1500,1500,1824,1824
68.37,1500,1500,1839,1839
66.69,1500,1500,1847,1847
68.19,1500,1500,1848,1848
69.19,1500,1500,1850,1850
68.25,1500,1500,1856,1856
69.69,1500,1500,1858,1858
71.69,1500,1500,1857,1857
75.00,1500,1500,1854,1854
79.62,1500,1500,1846,1846
84.62,1500,1500,1837,1837
90.19,1500,1500,1826,1826
95.69,1500,1500,1814,1814
101.06,1500,1500,1802,1802
104.94,1500,1500,1791,1791
108.56,1500,1500,1780,1780
110.44,1500,1500,1772,1772
110.56,1500,1500,1767,1767
109.69,1500,1500,1765,1765
108.25,1500,1500,1764,1764
107.06,1500,1500,1763,1763
105.62,1500,1500,1763,1763
103.37,1500,1500,1765,1765
102.75,1500,1500,1764,1764
104.12,1500,1500,1759,1759
106.44,1500,1500,1750,1750
109.25,1500,1500,1741,1741
112.06,1500,1500,1731,1731
115.06,1500,1500,1720,1720
118.50,1500,1500,1707,1707
121.69,1500,1500,1695,1695
124.81,1500,1500,1681,1681
127.87,1500,1500,1668,1668
130.38,1500,1500,1655,1655
131.88,1500,1500,1643,1643
132.56,1500,1500,1633,1633
132.00,1500,1500,1626,1626
129.56,1500,1500,1622,1622
124.87,1500,1500,1625,1625
116.69,1500,1500,1636,1636
102.50,1500,1500,1662,1662
85.75,1500,1500,1697,1697
68.81,1500,1500,1735,1735
58.75,1500,1500,1761,1761
54.25,1500,1500,1777,1777
54.00,1500,1500,1785,1785
56.88,1500,1500,1786,1786
61.50,1500,1500,1782,1782
67.81,1500,1500,1774,1774
74.06,1500,1500,1765,1765
81.25,1500,1500,1753,1753
87.50,1500,1500,1740,1740
