Orientation, FL, FR, DL, DR
55.31,1500,1500,1800,1800
55.81,1500,1500,1800,1800
56.31,1500,1500,1800,1800
56.69,1500,1500,1800,1800
56.69,1500,1500,1800,1800
56.50,1500,1500,1800,1800
56.06,1500,1500,1800,1800
55.50,1500,1500,1800,1800
54.81,1500,1500,1800,1800
54.25,1500,1500,1800,1800
53.81,1500,1500,1800,1800
53.38,1500,1500,1800,1800
53.00,1500,1500,1800,1800
52.69,1500,1500,1800,1800
52.38,1500,1500,1800,1800
52.13,1500,1500,1800,1800
51.69,1500,1500,1800,1800
51.31,1500,1500,1800,1800
50.75,1500,1500,1800,1800
49.94,1500,1500,1800,1800
49.31,1500,1500,1800,1800
48.50,1500,1500,1800,1800
47.81,1500,1500,1800,1800
47.00,1500,1500,1800,1800
46.06,1500,1500,1800,1800
44.94,1500,1500,1800,1800
43.44,1500,1500,1800,1800
41.94,1500,1500,1800,1800
40.13,1500,1500,1800,1800
37.69,1500,1500,1800,1800
35.38,1500,1500,1800,1800
33.25,1500,1500,1800,1800
31.06,1500,1500,1800,1800
29.19,1500,1500,1800,1800
27.25,1500,1500,1800,1800
25.62,1500,1500,1800,1800
24.12,1500,1500,1800,1800
23.00,1500,1500,1800,1800
22.25,1500,1500,1800,1800
21.69,1500,1500,1800,1800
21.50,1500,1500,1800,1800
21.50,1500,1500,1800,1800
21.69,1500,1500,1800,1800
22.00,1500,1500,1800,1800
22.44,1500,1500,1800,1800
22.75,1500,1500,1800,1800
22.81,1500,1500,1800,1800
22.75,1500,1500,1800,1800
22.62,1500,1500,1800,1800
22.37,1500,1500,1800,1800
22.19,1500,1500,1800,1800
22.00,1500,1500,1800,1800
22.00,1500,1500,1800,1800
22.19,1500,1500,1800,1800
22.44,1500,1500,1800,1800
22.69,1500,1500,1800,1800
22.81,1500,1500,1800,1800
22.81,1500,1500,1800,1800
22.81,1500,1500,1800,1800
22.87,1500,1500,1800,1800
23.12,1500,1500,1800,1800
23.37,1500,1500,1800,1800
23.62,1500,1500,1800,1800
23.87,1500,1500,1800,1800
24.12,1500,1500,1800,1800
24.31,1500,1500,1800,1800
24.50,1500,1500,1800,1800
24.50,1500,1500,1800,1800
24.31,1500,1500,1800,1800
24.00,1500,1500,1800,1800
23.75,1500,1500,1800,1800
23.44,1500,1500,1800,1800
23.25,1500,1500,1800,1800
23.12,1500,1500,1800,1800
23.06,1500,1500,1800,1800
23.12,1500,1500,1800,1800
23.25,1500,1500,1800,1800
23.37,1500,1500,1800,1800
23.50,1500,1500,1800,1800
23.62,1500,1500,1800,1800
23.62,1500,1500,1800,1800
23.50,1500,1500,1800,1800
23.31,1500,1500,1800,1800
23.12,1500,1500,1800,1800
23.00,1500,1500,1800,1800
22.94,1500,1500,1800,1800
22.94,1500,1500,1800,1800
23.06,1500,1500,1800,1800
23.12,1500,1500,1800,1800
23.25,1500,1500,1800,1800
23.44,1500,1500,1800,1800
23.69,1500,1500,1800,1800
24.06,1500,1500,1800,1800
24.50,1500,1500,1800,1800
24.94,1500,1500,1800,1800
25.44,1500,1500,1800,1800
25.87,1500,1500,1800,1800
26.19,1500,1500,1800,1800
26.31,1500,1500,1800,1800
26.25,1500,1500,1800,1800
26.12,1500,1500,1800,1800
25.94,1500,1500,1800,1800
25.69,1500,1500,1800,1800
25.50,1500,1500,1800,1800
25.37,1500,1500,1800,1800
25.31,1500,1500,1800,1800
25.25,1500,1500,1800,1800
25.37,1500,1500,1800,1800
25.56,1500,1500,1800,1800
25.87,1500,1500,1800,1800
26.31,1500,1500,1800,1800
26.81,1500,1500,1800,1800
27.19,1500,1500,1800,1800
27.50,1500,1500,1800,1800
27.62,1500,1500,1800,1800
27.69,1500,1500,1800,1800
27.69,1500,1500,1800,1800
27.75,1500,1500,1800,1800
27.75,1500,1500,1800,1800
27.87,1500,1500,1800,1800
28.19,1500,1500,1800,1800
28.69,1500,1500,1800,1800
29.25,1500,1500,1800,1800
29.94,1500,1500,1800,1800
30.56,1500,1500,1800,1800
31.06,1500,1500,1800,1800
31.50,1500,1500,1800,1800
31.62,1500,1500,1800,1800
31.62,1500,1500,1800,1800
31.62,1500,1500,1800,1800
31.50,1500,1500,1800,1800
31.19,1500,1500,1800,1800
30.81,1500,1500,1800,1800
30.37,1500,1500,1800,1800
29.94,1500,1500,1800,1800
29.62,1500,1500,1800,1800
29.37,1500,1500,1800,1800
29.25,1500,1500,1800,1800
29.31,1500,1500,1800,1800
29.56,1500,1500,1800,1800
29.87,1500,1500,1800,1800
30.19,1500,1500,1800,1800
30.37,1500,1500,1800,1800
30.44,1500,1500,1800,1800
30.37,1500,1500,1800,1800
30.19,1500,1500,1800,1800
30.00,1500,1500,1800,1800
29.94,1500,1500,1800,1800
31.31,1500,1500,1800,1800
33.19,1500,1500,1800,1800
34.50,1500,1500,1800,1800
36.31,1500,1500,1800,1800
37.75,1500,1500,1800,1800
39.06,1500,1500,1800,1800
40.50,1500,1500,1800,1800
41.88,1500,1500,1800,1800
43.13,1500,1500,1800,1800
44.63,1500,1500,1800,1800
46.06,1500,1500,1800,1800
47.38,1500,1500,1800,1800
49.06,1500,1500,1800,1800
51.00,1500,1500,1800,1800
52.94,1500,1500,1800,1800
54.94,1500,1500,1800,1800
56.69,1500,1500,1800,1800
58.88,1500,1500,1800,1800
61.19,1500,1500,1800,1800
63.56,1500,1500,1800,1800
65.81,1500,1500,1800,1800
68.25,1500,1500,1800,1800
70.06,1500,1500,1800,1800
71.87,1500,1500,1800,1800
73.62,1500,1500,1800,1800
75.75,1500,1500,1800,1800
78.00,1500,1500,1800,1800
80.37,1500,1500,1800,1800
82.50,1500,1500,1800,1800
83.81,1500,1500,1800,1800
84.56,1500,1500,1800,1800
85.12,1500,1500,1800,1800
85.25,1500,1500,1800,1800
85.44,1500,1500,1800,1800
85.44,1500,1500,1800,1800
85.06,1500,1500,1800,1800
84.56,1500,1500,1800,1800
83.87,1500,1500,1800,1800
83.06,1500,1500,1800,1800
82.50,1500,1500,1800,1800
81.94,1500,1500,1800,1800
81.62,1500,1500,1800,1800
81.50,1500,1500,1800,1800
81.25,1500,1500,1800,1800
81.06,1500,1500,1800,1800
80.62,1500,1500,1800,1800
80.25,1500,1500,1800,1800
79.75,1500,1500,1800,1800
78.94,1500,1500,1800,1800
78.06,1500,1500,1800,1800
77.37,1500,1500,1800,1800
76.25,1500,1500,1800,1800
73.94,1500,1500,1800,1800
70.50,1500,1500,1800,1800
64.69,1500,1500,1800,1800
58.19,1500,1500,1800,1800
51.00,1500,1500,1800,1800
45.44,1500,1500,1800,1800
40.81,1500,1500,1800,1800
37.44,1500,1500,1800,1800
34.69,1500,1500,1800,1800
32.63,1500,1500,1800,1800
31.69,1500,1500,1800,1800
31.19,1500,1500,1800,1800
31.50,1500,1500,1800,1800
32.13,1500,1500,1800,1800
32.88,1500,1500,1800,1800
33.75,1500,1500,1800,1800
34.25,1500,1500,1800,1800
34.44,1500,1500,1800,1800
34.13,1500,1500,1800,1800
33.38,1500,1500,1800,1800
32.31,1500,1500,1800,1800
30.94,1500,1500,1800,1800
29.50,1500,1500,1800,1800
28.37,1500,1500,1800,1800
27.50,1500,1500,1800,1800
26.94,1500,1500,1800,1800
26.87,1500,1500,1800,1800
27.12,1500,1500,1800,1800
27.69,1500,1500,1800,1800
28.50,1500,1500,1800,1800
29.50,1500,1500,1800,1800
30.50,1500,1500,1800,1800
31.44,1500,1500,1800,1800
32.38,1500,1500,1800,1800
33.00,1500,1500,1800,1800
33.31,1500,1500,1800,1800
33.38,1500,1500,1800,1800
33.19,1500,1500,1800,1800
32.88,1500,1500,1800,1800
32.44,1500,1500,1800,1800
32.00,1500,1500,1800,1800
31.62,1500,1500,1800,1800
31.37,1500,1500,1800,1800
31.25,1500,1500,1800,1800
31.25,1500,1500,1800,1800
31.37,1500,1500,1800,1800
31.62,1500,1500,1800,1800
31.87,1500,1500,1800,1800
32.13,1500,1500,1800,1800
32.31,1500,1500,1800,1800
32.38,1500,1500,1800,1800
32.31,1500,1500,1800,1800
32.00,1500,1500,1800,1800
31.56,1500,1500,1800,1800
30.94,1500,1500,1800,1800
30.37,1500,1500,1800,1800
29.87,1500,1500,1800,1800
29.62,1500,1500,1800,1800
29.50,1500,1500,1800,1800
29.62,1500,1500,1800,1800
29.94,1500,1500,1800,1800
30.37,1500,1500,1800,1800
30.87,1500,1500,1800,1800
31.31,1500,1500,1800,1800
31.75,1500,1500,1800,1800
32.00,1500,1500,1800,1800
32.13,1500,1500,1800,1800
32.25,1500,1500,1800,1800
32.19,1500,1500,1800,1800
32.13,1500,1500,1800,1800
32.00,1500,1500,1800,1800
31.75,1500,1500,1800,1800
31.44,1500,1500,1800,1800
31.12,1500,1500,1800,1800
30.87,1500,1500,1800,1800
30.81,1500,1500,1800,1800
30.81,1500,1500,1800,1800
31.00,1500,1500,1800,1800
31.19,1500,1500,1800,1800
31.37,1500,1500,1800,1800
31.62,1500,1500,1800,1800
31.81,1500,1500,1800,1800
31.94,1500,1500,1800,1800
32.06,1500,1500,1800,1800
32.13,1500,1500,1800,1800
32.13,1500,1500,1800,1800
32.19,1500,1500,1800,1800
32.25,1500,1500,1800,1800
32.31,1500,1500,1800,1800
32.50,1500,1500,1800,1800
32.63,1500,1500,1800,1800
32.75,1500,1500,1800,1800
32.81,1500,1500,1800,1800
32.88,1500,1500,1800,1800
32.94,1500,1500,1800,1800
32.94,1500,1500,1800,1800
32.94,1500,1500,1800,1800
32.94,1500,1500,1800,1800
